"Block","Treatment","Date_collected","Species","Tissue","Plot_tissue_ID","Nitrogen_percent","Carbon_percent","Growth_form","Notes"
1,"F1",2024-07-25,"Betnan","NewStems","236",1.78133177757263,54.9655838012695,"Deciduous",NA
1,"F1",2024-07-25,"Vacvit","NewLeaves","310",1.40160632133484,52.9956665039062,"Evergreen",NA
1,"F1",2024-07-25,"OtherMoss","Green","232",1.37621569633484,48.5056762695312,"Moss",NA
1,"F1",2024-07-25,"Vacvit","BelowStem","315",1.08083820343018,53.628849029541,"Evergreen",NA
1,"F1",2024-07-25,"Ledpal","BelowStem","305",0.749906122684479,59.0938568115234,"Evergreen",NA
1,"F1",2024-07-25,"Betnan","NewLeaves","235",2.0358772277832,52.8916091918945,"Deciduous",NA
1,"F1",2024-07-25,"Vacvit","Inflor","314",0.962691247463226,53.1415634155273,"Evergreen",NA
1,"F1",2024-07-25,"Vacvit","OldStems","313",0.982878565788269,54.0674629211426,"Evergreen",NA
1,"F1",2024-07-25,"Rubcha","BelowStem","321",0.849592328071594,51.2238540649414,"Forb",NA
1,"F1",2024-07-25,"Ledpal","Inflor","304",1.7019567489624,53.8217468261719,"Evergreen",NA
1,"F1",2024-07-25,"Ledpal","Inflor","304",1.66307938098907,53.691349029541,"Evergreen",NA
1,"F1",2024-07-25,"Vacvit","OldLeaves","312",1.03812718391418,54.4153518676758,"Evergreen",NA
1,"F1",2024-07-25,"Rubcha","LeavesStems","395",2.18873381614685,50.8035316467285,"Forb",NA
1,"F1",2024-07-25,"Vaculi","BelowStem","320",0.594020843505859,54.0390777587891,"Deciduous",NA
1,"F1",2024-07-25,"Castet","BelowStem","394",0.941909670829773,57.5672225952148,"Evergreen",NA
1,"F1",2024-07-25,"Lichen","Live","231",0.914544999599457,47.5662040710449,"Lichen",NA
1,"F1",2024-07-25,"Castet","OldStems","393",1.13092494010925,59.1272773742676,"Evergreen",NA
1,"F1",2024-07-25,"Vacvit","NewStems","311",1.32852041721344,54.8926200866699,"Evergreen",NA
1,"F1",2024-07-25,"Ledpal","NewStems","301",1.45908176898956,55.8852043151855,"Evergreen",NA
1,"F1",2024-07-25,"Ledpal","OldLeaves","302",1.71575367450714,57.582706451416,"Evergreen",NA
1,"F1",2024-07-25,"Vaculi","NewLeaves","317",1.55414986610413,53.9367141723633,"Deciduous",NA
1,"F1",2024-07-25,"Vaculi","NewLeaves","317",1.36726868152618,52.9264106750488,"Deciduous",NA
1,"F1",2024-07-25,"Betnan","BelowStem","239",0.831188797950745,55.8429069519043,"Deciduous",NA
1,"F1",2024-07-25,"Ledpal","NewLeaves","240",1.89313876628876,54.5762481689453,"Evergreen",NA
1,"F1",2024-07-25,"Erivag","Rhizome","234",NA,NA,"Graminoid",NA
1,"F1",2024-07-25,"Castet","NewStems","392",NA,NA,"Evergreen",NA
1,"F1",2024-07-25,"Erivag","BladeSheathInflCulm","233",NA,NA,"Graminoid",NA
1,"F1",2024-07-25,"Betnan","OldStems","237",0.624212205410004,55.7473602294922,"Deciduous",NA
1,"F1",2024-07-25,"Carbig","BladeSheathInflCulm","308",1.9615330696106,50.7164344787598,"Graminoid",NA
1,"F1",2024-07-25,"OtherForb","LeavesStems","306",2.36505961418152,49.7127075195312,"Forb",NA
1,"F1",2024-07-25,"Betnan","Inflor","238",1.12386763095856,55.9574584960938,"Deciduous",NA
1,"F1",2024-07-25,"Carbig","Rhizome","316",1.00892233848572,52.6301498413086,"Graminoid",NA
1,"F1",2024-07-25,"Carbig","Rhizome","316",0.980866253376007,52.0934906005859,"Graminoid",NA
1,"F5",2024-07-25,"Rubcha","LeavesStems","109",2.51995706558228,46.1323738098145,"Forb",NA
1,"F5",2024-07-25,"Vacvit","BelowStem","116",1.18512201309204,51.1078567504883,"Evergreen",NA
1,"F5",2024-07-25,"Ledpal","OldStems","95",0.878164947032928,54.8503341674805,"Evergreen",NA
1,"F5",2024-07-25,"OtherMoss","Green","102",1.72003710269928,45.9254837036133,"Moss",NA
1,"F5",2024-07-25,"Ledpal","BelowStem","101",0.885150551795959,54.4275093078613,"Evergreen",NA
1,"F5",2024-07-25,"Ledpal","NewLeaves","118",3.15176892280579,51.4311408996582,"Evergreen",NA
1,"F5",2024-07-25,"Ledpal","Inflor","98",1.79750227928162,50.2194023132324,"Evergreen",NA
1,"F5",2024-07-25,"Betnan","NewLeaves","108",2.95845437049866,49.8424873352051,"Deciduous",NA
1,"F5",2024-07-25,"Vacvit","OldLeaves","110",1.67893707752228,49.7313194274902,"Evergreen",NA
1,"F5",2024-07-25,"Vacvit","NewLeaves","104",1.99056673049927,49.4499397277832,"Evergreen",NA
1,"F5",2024-07-25,"Vacvit","NewLeaves","104",1.97907257080078,49.2275085449219,"Evergreen",NA
1,"F5",2024-07-25,"Betnan","BelowStem","114",1.16646659374237,51.8055953979492,"Deciduous",NA
1,"F5",2024-07-25,"OtherGraminoid","BladeSheathInflCulm","119",1.56823182106018,46.061767578125,"Graminoid",NA
1,"F5",2024-07-25,"Vacvit","OldStems","113",1.06704592704773,50.0327186584473,"Evergreen","duplicate ID, possible misidentification"
1,"F5",2024-07-25,"Ledpal","OldLeaves","92",1.95859920978546,52.7373428344727,"Evergreen",NA
1,"F5",2024-07-25,"Betnan","NewStems","105",1.55628538131714,57.4085235595703,"Deciduous",NA
1,"F5",2024-07-25,"Carbig","BladeSheathInflCulm","337",1.97421729564667,45.9138565063477,"Graminoid",NA
1,"F5",2024-07-25,"Betnan","OldStems","111",1.06884825229645,53.2899703979492,"Deciduous",NA
1,"F5",2024-07-25,"Betnan","OldStems","111",1.15082955360413,54.7716979980469,"Deciduous",NA
1,"F5",2024-07-25,"Ledpal","NewStems","115",1.78738927841187,49.7669258117676,"Evergreen",NA
1,"F5",2024-07-25,"Lichen","Live","339",1.07015609741211,44.8758430480957,"Lichen",NA
1,"F5",2024-07-25,"Erivag","BladeSheathInflCulm","93",2.03185129165649,44.8714065551758,"Graminoid",NA
1,"F5",2024-07-25,"OtherGraminoid","Rhizome","96",1.41580891609192,45.8958320617676,"Graminoid",NA
1,"F10",2024-07-24,"Attached","Litter","43",1.31598114967346,47.0957298278809,"Litter",NA
1,"F10",2024-07-24,"Rubcha","BelowStem","41",1.70897150039673,49.0940780639648,"Forb",NA
1,"F10",2024-07-24,"Rubcha","LeavesStems","40",2.82561039924622,45.3298149108887,"Forb",NA
1,"F10",2024-07-24,"Ledpal","OldLeaves","160",2.29744696617126,52.579273223877,"Evergreen",NA
1,"F10",2024-07-24,"Ledpal","NewStems","38",2.18765139579773,50.4049263000488,"Evergreen",NA
1,"F10",2024-07-24,"Ledpal","NewStems","38",2.17891693115234,50.1937789916992,"Evergreen",NA
1,"F10",2024-07-24,"Ledpal","BelowStem","16",1.18378913402557,53.9362602233887,"Evergreen",NA
1,"F10",2024-07-24,"Betnan","NewLeaves","33",3.89348316192627,49.173267364502,"Deciduous",NA
1,"F10",2024-07-24,"Ledpal","NewLeaves","37",2.92638158798218,52.930980682373,"Evergreen",NA
1,"F10",2024-07-24,"OtherGraminoid","Rhizome","46",1.48870468139648,45.6533088684082,"Graminoid",NA
1,"F10",2024-07-24,"OtherGraminoid","BladeSheathInflCulm","32",2.39340424537659,44.5097618103027,"Graminoid",NA
1,"F10",2024-07-24,"Betnan","BelowStem","36",1.43682253360748,52.4874076843262,"Deciduous",NA
1,"F10",2024-07-24,"Betnan","Inflor","9",1.90502858161926,52.7811088562012,"Deciduous",NA
1,"F10",2024-07-24,"Ledpal","Inflor","162",1.3666011095047,50.3298873901367,"Evergreen",NA
1,"F10",2024-07-24,"Erivag","BladeSheathInflCulm","31",2.492516040802,46.5523262023926,"Graminoid",NA
1,"F10",2024-07-24,"Erivag","BladeSheathInflCulm","31",2.59431219100952,46.1716003417969,"Graminoid",NA
1,"F10",2024-07-24,"Erivag","Rhizome","45",2.45381259918213,47.1459007263184,"Graminoid",NA
1,"F10",2024-07-24,"Betnan","OldStems","35",1.13488614559174,55.726879119873,"Deciduous",NA
1,"F5",2024-07-25,"Vacvit","NewStems","107",1.66946589946747,49.5486602783203,"Evergreen",NA
2,"F10",2024-07-26,"Carbig","BladeSheathInflCulm","735",2.72697401046753,44.1592788696289,"Graminoid",NA
2,"F10",2024-07-26,"Carbig","Rhizome","738",1.2669506072998,43.7418632507324,"Graminoid",NA
2,"F10",2024-07-26,"OtherGraminoid","Rhizome","744",1.3820778131485,44.532413482666,"Graminoid","duplicate ID, possible misidentification"
2,"F10",2024-07-26,"Betnan","NewStems","731",1.38545489311218,55.8919486999512,"Deciduous",NA
2,"F10",2024-07-26,"Betnan","NewLeaves","730",2.76678919792175,49.4457969665527,"Deciduous",NA
2,"F10",2024-07-26,"Betnan","OldStems","732",0.963075757026672,51.3371810913086,"Deciduous",NA
2,"F10",2024-07-26,"Betnan","Inflor","733",1.80611550807953,50.409252166748,"Deciduous",NA
2,"F10",2024-07-26,"Betnan","BelowStem","734",1.04120326042175,50.8249435424805,"Deciduous",NA
2,"F10",2024-07-26,"Ledpal","NewLeaves","739",2.29603624343872,50.4534149169922,"Evergreen",NA
2,"F10",2024-07-26,"Ledpal","NewStems","740",1.24209761619568,50.8037147521973,"Evergreen",NA
2,"F10",2024-07-26,"Ledpal","NewStems","740",1.24744713306427,50.8893241882324,"Evergreen",NA
2,"F10",2024-07-26,"Ledpal","OldStems","741",0.881965100765228,52.1239891052246,"Evergreen",NA
2,"F10",2024-07-26,"Ledpal","BelowStem","742",1.48770880699158,45.7841453552246,"Evergreen",NA
2,"F10",2024-07-26,"Rubcha","LeavesStems","736",3.02038097381592,45.4082450866699,"Forb",NA
2,"F10",2024-07-26,"Rubcha","BelowStem","737",1.89339816570282,48.6240005493164,"Forb",NA
2,"F10",2024-07-26,"OtherMoss","Green","479",1.60997664928436,44.9550018310547,"Moss",NA
2,"F10",2024-07-26,"Attached","Litter","474",1.65469884872437,42.3409385681152,"Litter",NA
3,"CT",2024-07-26,"Erivag","BladeSheathInflCulm","1045",1.19366562366486,47.3740997314453,"Graminoid",NA
3,"CT",2024-07-26,"Erivag","Rhizome","1048",0.978498697280884,45.2638168334961,"Graminoid",NA
3,"CT",2024-07-26,"Carbig","BladeSheathInflCulm","1152",1.89855682849884,47.6469116210938,"Graminoid",NA
3,"CT",2024-07-26,"Carbig","Rhizome","1160",0.632497668266296,48.402961730957,"Graminoid",NA
3,"CT",2024-07-26,"Carbig","Rhizome","1160",0.605483055114746,48.5243873596191,"Graminoid",NA
3,"CT",2024-07-26,"OtherGraminoid","BladeSheathInflCulm","982",1.46202027797699,44.6880187988281,"Graminoid",NA
3,"CT",2024-07-26,"OtherGraminoid","Rhizome","985",0.80978000164032,47.4216384887695,"Graminoid",NA
3,"CT",2024-07-26,"Betnan","NewLeaves","986",1.91779839992523,51.3054046630859,"Deciduous",NA
3,"CT",2024-07-26,"Betnan","NewStems","989",1.30805432796478,56.423282623291,"Deciduous",NA
3,"CT",2024-07-26,"Betnan","OldStems","966",0.781226873397827,51.6970100402832,"Deciduous",NA
3,"CT",2024-07-26,"Betnan","BelowStem","983",0.721822142601013,51.0522766113281,"Deciduous",NA
3,"CT",2024-07-26,"Salpul","NewLeaves","1025",2.04111623764038,48.932991027832,"Deciduous",NA
3,"CT",2024-07-26,"Vaculi","NewLeaves","988",1.89350092411041,52.2270317077637,"Deciduous",NA
3,"CT",2024-07-26,"Vaculi","NewStems","962",0.955111145973206,52.1909484863281,"Deciduous",NA
3,"CT",2024-07-26,"Vaculi","OldStems","965",1.08853459358215,53.0512275695801,"Deciduous",NA
3,"CT",2024-07-26,"Vaculi","OldStems","965",0.930762112140656,52.8203926086426,"Deciduous",NA
3,"CT",2024-07-26,"Vaculi","BelowStem","971",0.887787103652954,53.4028053283691,"Deciduous",NA
3,"CT",2024-07-26,"Ledpal","NewLeaves","1043",1.97892260551453,54.9521141052246,"Evergreen",NA
3,"CT",2024-07-26,"Ledpal","NewStems","1049",1.13462936878204,52.0117416381836,"Evergreen",NA
3,"CT",2024-07-26,"Salpul","OldStems","1031",0.837459981441498,56.0600547790527,"Deciduous",NA
3,"CT",2024-07-26,"Ledpal","OldLeaves","1046",1.41600489616394,54.6504287719727,"Evergreen",NA
3,"CT",2024-07-26,"Ledpal","OldStems","1023",0.813194632530212,55.0631370544434,"Evergreen",NA
3,"CT",2024-07-26,"Ledpal","BelowStem","1026",0.802828907966614,53.9638710021973,"Evergreen",NA
3,"CT",2024-07-26,"Vacvit","NewLeaves","1024",1.30925893783569,51.919563293457,"Evergreen",NA
3,"CT",2024-07-26,"Vacvit","NewStems","1030",0.979728221893311,52.2440185546875,"Evergreen",NA
3,"CT",2024-07-26,"Vacvit","OldLeaves","1027",0.973273813724518,52.9015922546387,"Evergreen",NA
3,"CT",2024-07-26,"Vacvit","OldLeaves","1027",1.07236337661743,57.4373092651367,"Evergreen",NA
3,"CT",2024-07-26,"Vacvit","OldStems","1033",0.75385057926178,53.1717987060547,"Evergreen",NA
3,"CT",2024-07-26,"Vacvit","Inflor","1036",0.949938058853149,51.0349922180176,"Evergreen",NA
3,"CT",2024-07-26,"Vacvit","BelowStem","1039",0.716825604438782,43.4748077392578,"Evergreen",NA
3,"CT",2024-07-26,"Castet","NewStems","1032",1.52811002731323,57.903491973877,"Evergreen",NA
3,"CT",2024-07-26,"Castet","OldStems","1038",0.863199710845947,56.5590171813965,"Evergreen",NA
3,"CT",2024-07-26,"Castet","BelowStem","1044",0.794148445129395,53.6647911071777,"Evergreen",NA
3,"CT",2024-07-26,"Petfri","LeavesStems","974",2.84909248352051,46.3446235656738,"Forb",NA
3,"CT",2024-07-26,"Petfri","BelowStem","1379",1.42526853084564,46.7784538269043,"Forb",NA
3,"CT",2024-07-26,"Sphagnum","Green","1047",0.915110468864441,46.6403350830078,"Moss",NA
3,"CT",2024-07-26,"Lichen","Live","1040",1.23325824737549,46.7777976989746,"Lichen",NA
3,"CT",2024-07-26,"Lichen","Live","1040",1.25973904132843,46.6439666748047,"Lichen",NA
3,"CT",2024-07-26,"OtherForb","LeavesStems","977",2.41044044494629,47.4587860107422,"Forb",NA
3,"CT",2024-07-26,"OtherForb","BelowStem","980",1.10474717617035,46.6330947875977,"Forb",NA
3,"CT",2024-07-26,"OtherMoss","Green","1037",0.925299823284149,47.296215057373,"Moss",NA
2,"F2",2024-07-25,"Betnan","NewStems","1195",0.994651138782501,57.6515312194824,"Deciduous",NA
2,"F2",2024-07-25,"Betnan","NewLeaves","1082",1.98003888130188,51.2506904602051,"Deciduous",NA
2,"F2",2024-07-25,"Carbig","BladeSheathInflCulm","458",1.52277612686157,47.1122627258301,"Graminoid",NA
2,"F2",2024-07-25,"Salpul","OldStems","1176",1.627317070961,51.8501167297363,"Deciduous",NA
2,"F2",2024-07-25,"Salpul","NewStems","1178",1.88229930400848,51.7824325561523,"Deciduous",NA
2,"F2",2024-07-25,"Salpul","NewLeaves","1173",3.66858267784119,49.9097785949707,"Deciduous",NA
2,"F2",2024-07-25,"Betnan","BelowStem","1085",NA,NA,"Deciduous",NA
2,"F2",2024-07-25,"Betnan","Inflor","1197",1.07260036468506,57.862678527832,"Deciduous",NA
2,"F2",2024-07-25,"Betnan","Inflor","1197",1.1096910238266,56.1523056030273,"Deciduous",NA
2,"F2",2024-07-25,"OtherDeciduous","BelowStem","463",0.887799382209778,50.8511352539062,"Deciduous",NA
2,"F2",2024-07-25,"OtherDeciduous","OldStems","460",0.79349011182785,50.1768913269043,"Deciduous",NA
2,"F2",2024-07-25,"Vaculi","OldStems","1088",1.08180403709412,53.6211166381836,"Deciduous",NA
2,"F2",2024-07-25,"Ledpal","BelowStem","1098",0.722296118736267,55.7260131835938,"Evergreen",NA
2,"F2",2024-07-25,"Ledpal","Inflor","1097",1.47481596469879,52.4763031005859,"Evergreen",NA
2,"F2",2024-07-25,"Ledpal","OldStems","1095",0.775581061840057,57.5251998901367,"Evergreen",NA
2,"F2",2024-07-25,"Ledpal","OldLeaves","1094",1.43258094787598,54.3751258850098,"Evergreen",NA
2,"F2",2024-07-25,"Ledpal","NewStems","1092",1.15538382530212,52.8269577026367,"Evergreen",NA
2,"F2",2024-07-25,"Ledpal","NewLeaves","1091",0.833569407463074,37.0636405944824,"Evergreen",NA
2,"F2",2024-07-25,"Ledpal","NewLeaves","1091",1.99287593364716,55.2253532409668,"Evergreen",NA
2,"F2",2024-07-25,"OtherEvergreen","OldLeaves","1117",0.949413359165192,53.3016700744629,"Evergreen",NA
2,"F2",2024-07-25,"OtherEvergreen","NewLeaves","1115",1.38823330402374,53.2252769470215,"Evergreen",NA
2,"F2",2024-07-25,"OtherMoss","Green","1108",1.55185520648956,47.1726036071777,"Moss",NA
2,"F2",2024-07-25,"OtherForb","LeavesStems","1148",2.69198298454285,45.2361602783203,"Forb",NA
2,"F2",2024-07-25,"Vacvit","OldStems","1104",0.901801586151123,52.2794532775879,"Evergreen",NA
2,"F2",2024-07-25,"Vacvit","OldLeaves","1103",0.948178112506866,52.0594902038574,"Evergreen",NA
2,"F2",2024-07-25,"Vacvit","NewStems","1101",1.2688090801239,53.0852928161621,"Evergreen",NA
2,"F2",2024-07-25,"Rubcha","BelowStem","1110",0.919716536998749,52.8781509399414,"Forb",NA
2,"F2",2024-07-25,"Vacvit","NewLeaves","1100",1.37620377540588,53.4293594360352,"Evergreen",NA
2,"F2",2024-07-25,"Rubcha","LeavesStems","1109",2.27680444717407,50.7531890869141,"Forb",NA
2,"F2",2024-07-25,"Rubcha","LeavesStems","1109",2.33056998252869,50.424015045166,"Forb",NA
2,"F2",2024-07-25,"Vacvit","BelowStem","1107",1.08874559402466,55.2017593383789,"Evergreen",NA
2,"F2",2024-07-25,"OtherEvergreen","OldStems","1118",0.641993939876556,58.7100791931152,"Evergreen",NA
2,"F2",2024-07-25,"Vaculi","NewLeaves","1086",1.73573064804077,52.800048828125,"Deciduous",NA
2,"F2",2024-07-25,"OtherDeciduous","NewLeaves","454",1.6567291021347,51.0925941467285,"Deciduous",NA
2,"F2",2024-07-25,"OtherDeciduous","NewStems","457",0.924746453762054,50.7789535522461,"Deciduous",NA
2,"F2",2024-07-25,"Vacvit","Inflor","1106",1.11807763576508,50.744556427002,"Evergreen",NA
2,"F2",2024-07-25,"Attached","Litter","1114",0.788929045200348,49.8395233154297,"Litter",NA
2,"F2",2024-07-25,"Attached","Litter","1114",0.660810589790344,41.9713363647461,"Litter",NA
2,"F2",2024-07-25,"OtherEvergreen","NewStems","1116",1.18491280078888,55.1643104553223,"Evergreen",NA
2,"F2",2024-07-25,"OtherEvergreen","Inflor","1119",1.01802933216095,63.0093116760254,"Evergreen",NA
2,"F2",2024-07-25,"Sphagnum","Green","1177",NA,NA,"Moss",NA
3,"F1",2024-07-26,"Carbig","Rhizome","780",0.88243579864502,47.8731575012207,"Graminoid",NA
3,"F1",2024-07-26,"Betnan","NewLeaves","777",2.47844481468201,50.466911315918,"Deciduous",NA
3,"F1",2024-07-26,"Betnan","NewStems","803",1.14197373390198,56.6109352111816,"Deciduous",NA
3,"F1",2024-07-26,"Betnan","OldStems","806",0.921206951141357,53.6490516662598,"Deciduous",NA
3,"F1",2024-07-26,"Betnan","Inflor","1304",1.77171921730042,52.5419654846191,"Deciduous",NA
3,"F1",2024-07-26,"Ledpal","NewStems","1051",1.1551148891449,51.3724174499512,"Evergreen",NA
3,"F1",2024-07-26,"Salpul","NewLeaves","801",1.98238337039948,50.8644180297852,"Deciduous",NA
3,"F1",2024-07-26,"Salpul","NewStems","804",0.942643046379089,51.6085205078125,"Deciduous",NA
3,"F1",2024-07-26,"Salpul","OldStems","807",0.699550092220306,49.7912826538086,"Deciduous",NA
3,"F1",2024-07-26,"Salpul","OldStems","807",0.706505298614502,49.8678588867188,"Deciduous",NA
3,"F1",2024-07-26,"Vaculi","NewLeaves","1206",2.44001412391663,49.7281036376953,"Deciduous",NA
3,"F1",2024-07-26,"Ledpal","NewLeaves","1054",2.07362818717957,53.2539672851562,"Evergreen",NA
3,"F1",2024-07-26,"Ledpal","OldLeaves","1057",1.48953628540039,52.6093368530273,"Evergreen",NA
3,"F1",2024-07-26,"Ledpal","OldStems","1060",0.792380928993225,54.9165000915527,"Evergreen",NA
3,"F1",2024-07-26,"Ledpal","Inflor","1066",1.12192285060883,50.5675964355469,"Evergreen",NA
3,"F1",2024-07-26,"Ledpal","BelowStem","1063",0.945430099964142,54.4205474853516,"Evergreen",NA
3,"F1",2024-07-26,"Vacvit","NewStems","1072",1.01969826221466,51.7262573242188,"Evergreen",NA
3,"F1",2024-07-26,"OtherEvergreen","OldStems","1064",0.630645513534546,56.7793998718262,"Evergreen",NA
3,"F1",2024-07-26,"Vacvit","OldLeaves","1075",0.927678942680359,51.2510070800781,"Evergreen",NA
3,"F1",2024-07-26,"Vacvit","OldStems","1078",0.96251767873764,51.014575958252,"Evergreen",NA
3,"F1",2024-07-26,"Vacvit","OldStems","1078",0.96767121553421,51.1155776977539,"Evergreen",NA
3,"F1",2024-07-26,"Vacvit","BelowStem","1052",0.99816220998764,50.0537414550781,"Evergreen",NA
3,"F1",2024-07-26,"Vaculi","OldStems","1208",1.04559004306793,52.9531021118164,"Deciduous",NA
3,"F1",2024-07-26,"Vacvit","NewLeaves","1069",1.28585410118103,50.5084991455078,"Evergreen",NA
3,"F1",2024-07-26,"OtherEvergreen","OldLeaves","1061",0.973127067089081,53.6500816345215,"Evergreen","duplicate ID, possible misidentification"
3,"F1",2024-07-26,"Sphagnum","Green","1076",1.44079422950745,45.5482711791992,"Moss",NA
3,"F1",2024-07-26,"OtherEvergreen","Inflor","1070",0.975975751876831,50.1291465759277,"Evergreen",NA
