"Block","Treatment","Surface_area_cm2","Species","Tissue","ID","Total_mass_g","Growth_form"
3,"CT",400,"Carbig","BladeSheathInflCulm","1152",0.947,"Graminoid"
3,"CT",400,"Carbig","Rhizome","1160",1.718,"Graminoid"
3,"CT",400,"OtherGraminoid","BladeSheathInflCulm","982",0.317,"Graminoid"
3,"CT",400,"OtherGraminoid","Rhizome","985",0.81,"Graminoid"
3,"CT",400,"Betnan","NewLeaves","986",7.244,"Deciduous"
3,"CT",400,"Betnan","NewStems","989",1.293,"Deciduous"
3,"CT",400,"Betnan","OldStems","966",20.033,"Deciduous"
3,"CT",400,"Betnan","Inflor","1156",0,"Deciduous"
3,"CT",400,"Betnan","BelowStem","983",24.857,"Deciduous"
3,"CT",400,"Salpul","NewLeaves","1025",0.067,"Deciduous"
3,"CT",400,"Salpul","NewStems","1028",0.018,"Deciduous"
3,"CT",400,"Salpul","OldStems","1031",0.127,"Deciduous"
3,"CT",400,"Salpul","Inflor",NA,0,"Deciduous"
3,"CT",400,"Salpul","BelowStem",NA,0,"Deciduous"
3,"CT",400,"Vaculi","NewLeaves","988",1.373,"Deciduous"
3,"CT",400,"Vaculi","NewStems","962",0.403,"Deciduous"
3,"CT",400,"Vaculi","OldStems","965",3.428,"Deciduous"
3,"CT",400,"Vaculi","Inflor","968",3.602,"Deciduous"
3,"CT",400,"Vaculi","BelowStem","971",4.371,"Deciduous"
3,"CT",400,"OtherDeciduous","NewLeaves",NA,0,"Deciduous"
3,"CT",400,"OtherDeciduous","NewStems",NA,0,"Deciduous"
3,"CT",400,"OtherDeciduous","OldStems",NA,0,"Deciduous"
3,"CT",400,"OtherDeciduous","Inflor",NA,0,"Deciduous"
3,"CT",400,"OtherDeciduous","BelowStem",NA,0,"Deciduous"
3,"CT",400,"Ledpal","NewLeaves","1043",1.527,"Evergreen"
3,"CT",400,"Ledpal","NewStems","1049",0.376,"Evergreen"
3,"CT",400,"Ledpal","OldLeaves","1046",0.954,"Evergreen"
3,"CT",400,"Ledpal","OldStems","1023",6.583,"Evergreen"
3,"CT",400,"Ledpal","Inflor","1164",0.048,"Evergreen"
3,"CT",400,"Ledpal","BelowStem","1026",13.096,"Evergreen"
3,"CT",400,"Vacvit","NewLeaves","1024",1.675,"Evergreen"
3,"CT",400,"Vacvit","NewStems","1030",0.338,"Evergreen"
3,"CT",400,"Vacvit","OldLeaves","1027",2.248,"Evergreen"
3,"CT",400,"Vacvit","OldStems","1033",1.451,"Evergreen"
3,"CT",400,"Vacvit","Inflor","1036",0.121,"Evergreen"
3,"CT",400,"Vacvit","BelowStem","1039",3.536,"Evergreen"
3,"CT",400,"Castet","NewStems","1032",0.482,"Evergreen"
3,"CT",400,"Castet","OldStems","1038",4.557,"Evergreen"
3,"CT",400,"Castet","Inflor","1600",0.02,"Evergreen"
3,"CT",400,"Castet","BelowStem","1044",1.096,"Evergreen"
3,"CT",400,"OtherEvergreen","NewLeaves","1041",0.024,"Evergreen"
3,"CT",400,"OtherEvergreen","NewStems","1050",0.003,"Evergreen"
3,"CT",400,"OtherEvergreen","OldLeaves","973",0.049,"Evergreen"
3,"CT",400,"OtherEvergreen","OldStems","976",0.023,"Evergreen"
3,"CT",400,"OtherEvergreen","Inflor","979",0.01,"Evergreen"
3,"CT",400,"OtherEvergreen","BelowStem","1594",0.011,"Evergreen"
3,"CT",400,"Rubcha","LeavesStems",NA,0,"Forb"
3,"CT",400,"Rubcha","InflorStalks",NA,0,"Forb"
3,"CT",400,"Rubcha","BelowStem",NA,0,"Forb"
3,"CT",400,"Petfri","LeavesStems","974",0.812,"Forb"
3,"CT",400,"Petfri","InflorStalks",NA,0,"Forb"
3,"CT",400,"Petfri","BelowStem","1379",0.272,"Forb"
3,"CT",400,"OtherForb","LeavesStems","977",0.567,"Forb"
3,"CT",400,"OtherForb","InflorStalks","1167",0,"Forb"
3,"CT",400,"OtherForb","BelowStem","980",2.531,"Forb"
3,"CT",400,"Sphagnum","Green","1047",12.71,"Moss"
3,"CT",400,"OtherMoss","Green","1037",11.39,"Moss"
3,"CT",400,"Lichen","Live","1040",14.357,"Lichen"
3,"CT",400,"Attached","Wood",NA,0,"Litter"
3,"CT",400,"Attached","Litter","1042",0.014,"Litter"
3,"F0.5",400,"Erivag","BladeSheathInflCulm","1957",0.513,"Graminoid"
3,"F0.5",400,"Erivag","Rhizome","1774",0.156,"Graminoid"
3,"F0.5",400,"Carbig","BladeSheathInflCulm","1917",1.719,"Graminoid"
3,"F0.5",400,"Carbig","Rhizome","1920",4.414,"Graminoid"
3,"F0.5",400,"OtherGraminoid","BladeSheathInflCulm","1891",1.63,"Graminoid"
3,"F0.5",400,"OtherGraminoid","Rhizome","1892",2.112,"Graminoid"
3,"F0.5",400,"Betnan","NewLeaves","1893",3.527,"Deciduous"
3,"F0.5",400,"Betnan","NewStems","1894",2.531,"Deciduous"
3,"F0.5",400,"Betnan","OldStems","1895",7.071,"Deciduous"
3,"F0.5",400,"Betnan","Inflor","1828",0.042,"Deciduous"
3,"F0.5",400,"Betnan","BelowStem","1896",26.76,"Deciduous"
3,"F0.5",400,"Salpul","NewLeaves","1761",0.883,"Deciduous"
3,"F0.5",400,"Salpul","NewStems","1762",0.23,"Deciduous"
3,"F0.5",400,"Salpul","OldStems","1763",1.856,"Deciduous"
3,"F0.5",400,"Salpul","Inflor",NA,0,"Deciduous"
3,"F0.5",400,"Salpul","BelowStem","1766",15.716,"Deciduous"
3,"F0.5",400,"Vaculi","NewLeaves",NA,0,"Deciduous"
3,"F0.5",400,"Vaculi","NewStems",NA,0,"Deciduous"
3,"F0.5",400,"Vaculi","OldStems",NA,0,"Deciduous"
3,"F0.5",400,"Vaculi","Inflor",NA,0,"Deciduous"
3,"F0.5",400,"Vaculi","BelowStem",NA,0,"Deciduous"
3,"F0.5",400,"OtherDeciduous","NewLeaves",NA,0,"Deciduous"
3,"F0.5",400,"OtherDeciduous","NewStems",NA,0,"Deciduous"
3,"F0.5",400,"OtherDeciduous","OldStems",NA,0,"Deciduous"
3,"F0.5",400,"OtherDeciduous","Inflor",NA,0,"Deciduous"
3,"F0.5",400,"OtherDeciduous","BelowStem",NA,0,"Deciduous"
3,"F0.5",400,"Ledpal","NewLeaves","1897",1.694,"Evergreen"
3,"F0.5",400,"Ledpal","NewStems","1898",1.118,"Evergreen"
3,"F0.5",400,"Ledpal","OldLeaves","1899",1.607,"Evergreen"
3,"F0.5",400,"Ledpal","OldStems","1900",6.758,"Evergreen"
3,"F0.5",400,"Ledpal","Inflor","1953",0.189,"Evergreen"
3,"F0.5",400,"Ledpal","BelowStem","1901",13.73,"Evergreen"
3,"F0.5",400,"Vacvit","NewLeaves","1902",0.942,"Evergreen"
3,"F0.5",400,"Vacvit","NewStems","1903",0.298,"Evergreen"
3,"F0.5",400,"Vacvit","OldLeaves","1904",0.575,"Evergreen"
3,"F0.5",400,"Vacvit","OldStems","1905",1.494,"Evergreen"
3,"F0.5",400,"Vacvit","Inflor","1906",0.209,"Evergreen"
3,"F0.5",400,"Vacvit","BelowStem","1907",4.385,"Evergreen"
3,"F0.5",400,"Castet","NewStems","1913",0.814,"Evergreen"
3,"F0.5",400,"Castet","OldStems","1914",5.951,"Evergreen"
3,"F0.5",400,"Castet","Inflor","1528",0.074,"Evergreen"
3,"F0.5",400,"Castet","BelowStem","1915",2.982,"Evergreen"
3,"F0.5",400,"OtherEvergreen","NewLeaves","1671",0.038,"Evergreen"
3,"F0.5",400,"OtherEvergreen","NewStems","1672",0.006,"Evergreen"
3,"F0.5",400,"OtherEvergreen","OldLeaves","1673",0.03,"Evergreen"
3,"F0.5",400,"OtherEvergreen","OldStems","1674",0.035,"Evergreen"
3,"F0.5",400,"OtherEvergreen","Inflor",NA,0,"Evergreen"
3,"F0.5",400,"OtherEvergreen","BelowStem","1675",0.31,"Evergreen"
3,"F0.5",400,"Rubcha","LeavesStems",NA,0,"Forb"
3,"F0.5",400,"Rubcha","InflorStalks",NA,0,"Forb"
3,"F0.5",400,"Rubcha","BelowStem",NA,0,"Forb"
3,"F0.5",400,"Petfri","LeavesStems","1908",1.112,"Forb"
3,"F0.5",400,"Petfri","InflorStalks",NA,0,"Forb"
3,"F0.5",400,"Petfri","BelowStem","1916",2.112,"Forb"
3,"F0.5",400,"OtherForb","LeavesStems","1911",0.417,"Forb"
3,"F0.5",400,"OtherForb","InflorStalks","1954",0.056,"Forb"
3,"F0.5",400,"OtherForb","BelowStem","1912",0.375,"Forb"
3,"F0.5",400,"Sphagnum","Green","1918",1.355,"Moss"
3,"F0.5",400,"OtherMoss","Green","1909",17.709,"Moss"
3,"F0.5",400,"Lichen","Live","1910",14.334,"Lichen"
3,"F0.5",400,"Attached","Wood","1919",0.659,"Litter"
3,"F0.5",400,"Attached","Litter","1770",0.151,"Litter"
3,"F1",400,"Erivag","BladeSheathInflCulm",NA,0,"Graminoid"
3,"F1",400,"Erivag","Rhizome",NA,0,"Graminoid"
3,"F1",400,"Carbig","BladeSheathInflCulm","774",2.242,"Graminoid"
3,"F1",400,"Carbig","Rhizome","780",2.463,"Graminoid"
3,"F1",400,"OtherGraminoid","BladeSheathInflCulm",NA,0,"Graminoid"
3,"F1",400,"OtherGraminoid","Rhizome",NA,0,"Graminoid"
3,"F1",400,"Betnan","NewLeaves","777",7.901,"Deciduous"
3,"F1",400,"Betnan","NewStems","803",1.457,"Deciduous"
3,"F1",400,"Betnan","OldStems","806",34.522,"Deciduous"
3,"F1",400,"Betnan","Inflor","1304",0.218,"Deciduous"
3,"F1",400,"Betnan","BelowStem","809",57.436,"Deciduous"
3,"F1",400,"Salpul","NewLeaves","801",1.513,"Deciduous"
3,"F1",400,"Salpul","NewStems","804",0.426,"Deciduous"
3,"F1",400,"Salpul","OldStems","807",12.938,"Deciduous"
3,"F1",400,"Salpul","Inflor",NA,0,"Deciduous"
3,"F1",400,"Salpul","BelowStem",NA,0,"Deciduous"
3,"F1",400,"Vaculi","NewLeaves","1206",0.046,"Deciduous"
3,"F1",400,"Vaculi","NewStems","1207",0.004,"Deciduous"
3,"F1",400,"Vaculi","OldStems","1208",0.073,"Deciduous"
3,"F1",400,"Vaculi","Inflor",NA,0,"Deciduous"
3,"F1",400,"Vaculi","BelowStem",NA,0,"Deciduous"
3,"F1",400,"OtherDeciduous","NewLeaves",NA,0,"Deciduous"
3,"F1",400,"OtherDeciduous","NewStems",NA,0,"Deciduous"
3,"F1",400,"OtherDeciduous","OldStems",NA,0,"Deciduous"
3,"F1",400,"OtherDeciduous","Inflor",NA,0,"Deciduous"
3,"F1",400,"OtherDeciduous","BelowStem",NA,0,"Deciduous"
3,"F1",400,"Ledpal","NewLeaves","1054",3.536,"Evergreen"
3,"F1",400,"Ledpal","NewStems","1051",1.115,"Evergreen"
3,"F1",400,"Ledpal","OldLeaves","1057",1.411,"Evergreen"
3,"F1",400,"Ledpal","OldStems","1060",13.348,"Evergreen"
3,"F1",400,"Ledpal","Inflor","1066",0.336,"Evergreen"
3,"F1",400,"Ledpal","BelowStem","1063",12.566,"Evergreen"
3,"F1",400,"Vacvit","NewLeaves","1069",1.665,"Evergreen"
3,"F1",400,"Vacvit","NewStems","1072",0.311,"Evergreen"
3,"F1",400,"Vacvit","OldLeaves","1075",1.327,"Evergreen"
3,"F1",400,"Vacvit","OldStems","1078",1.015,"Evergreen"
3,"F1",400,"Vacvit","Inflor",NA,0,"Evergreen"
3,"F1",400,"Vacvit","BelowStem","1052",4.892,"Evergreen"
3,"F1",400,"Castet","NewStems",NA,0,"Evergreen"
3,"F1",400,"Castet","OldStems",NA,0,"Evergreen"
3,"F1",400,"Castet","Inflor",NA,0,"Evergreen"
3,"F1",400,"Castet","BelowStem",NA,0,"Evergreen"
3,"F1",400,"OtherEvergreen","NewLeaves","1055",1.615,"Evergreen"
3,"F1",400,"OtherEvergreen","NewStems","1058",0.238,"Evergreen"
3,"F1",400,"OtherEvergreen","OldLeaves","1061",2.439,"Evergreen"
3,"F1",400,"OtherEvergreen","OldStems","1064",4.043,"Evergreen"
3,"F1",400,"OtherEvergreen","Inflor","1070",0.224,"Evergreen"
3,"F1",400,"OtherEvergreen","BelowStem","1067",1.013,"Evergreen"
3,"F1",400,"Rubcha","LeavesStems",NA,0,"Forb"
3,"F1",400,"Rubcha","InflorStalks",NA,0,"Forb"
3,"F1",400,"Rubcha","BelowStem",NA,0,"Forb"
3,"F1",400,"Petfri","LeavesStems",NA,0,"Forb"
3,"F1",400,"Petfri","InflorStalks",NA,0,"Forb"
3,"F1",400,"Petfri","BelowStem",NA,0,"Forb"
3,"F1",400,"OtherForb","LeavesStems","1073",0.774,"Forb"
3,"F1",400,"OtherForb","InflorStalks",NA,0,"Forb"
3,"F1",400,"OtherForb","BelowStem","1310",0.105,"Forb"
3,"F1",400,"Sphagnum","Green","1076",2.503,"Moss"
3,"F1",400,"OtherMoss","Green","1079",11.119,"Moss"
3,"F1",400,"Lichen","Live","1053",30.162,"Lichen"
3,"F1",400,"Attached","Wood",NA,0,"Litter"
3,"F1",400,"Attached","Litter",NA,0,"Litter"
3,"F2",400,"Erivag","BladeSheathInflCulm","835",0.125,"Graminoid"
3,"F2",400,"Erivag","Rhizome",NA,0,"Graminoid"
3,"F2",400,"Carbig","BladeSheathInflCulm","812",3.287,"Graminoid"
3,"F2",400,"Carbig","Rhizome","815",15.608,"Graminoid"
3,"F2",400,"OtherGraminoid","BladeSheathInflCulm","818",1.886,"Graminoid"
3,"F2",400,"OtherGraminoid","Rhizome","821",1.912,"Graminoid"
3,"F2",400,"Betnan","NewLeaves","824",6.598,"Deciduous"
3,"F2",400,"Betnan","NewStems","827",1.008,"Deciduous"
3,"F2",400,"Betnan","OldStems","850",17.432,"Deciduous"
3,"F2",400,"Betnan","Inflor","833",0.181,"Deciduous"
3,"F2",400,"Betnan","BelowStem","836",30.857,"Deciduous"
3,"F2",400,"Salpul","NewLeaves",NA,0,"Deciduous"
3,"F2",400,"Salpul","NewStems",NA,0,"Deciduous"
3,"F2",400,"Salpul","OldStems",NA,0,"Deciduous"
3,"F2",400,"Salpul","Inflor",NA,0,"Deciduous"
3,"F2",400,"Salpul","BelowStem",NA,0,"Deciduous"
3,"F2",400,"Vaculi","NewLeaves","1266",0.988,"Deciduous"
3,"F2",400,"Vaculi","NewStems","1267",0.442,"Deciduous"
3,"F2",400,"Vaculi","OldStems","1268",4.313,"Deciduous"
3,"F2",400,"Vaculi","Inflor","1289",0.023,"Deciduous"
3,"F2",400,"Vaculi","BelowStem","1290",9.002,"Deciduous"
3,"F2",400,"OtherDeciduous","NewLeaves","1328",4.072,"Deciduous"
3,"F2",400,"OtherDeciduous","NewStems","1270",0.384,"Deciduous"
3,"F2",400,"OtherDeciduous","OldStems","1330",3.9,"Deciduous"
3,"F2",400,"OtherDeciduous","Inflor","1329",0.431,"Deciduous"
3,"F2",400,"OtherDeciduous","BelowStem","1331",5.177,"Deciduous"
3,"F2",400,"Ledpal","NewLeaves","839",6.497,"Evergreen"
3,"F2",400,"Ledpal","NewStems","813",2.512,"Evergreen"
3,"F2",400,"Ledpal","OldLeaves","816",2.75,"Evergreen"
3,"F2",400,"Ledpal","OldStems","819",18.288,"Evergreen"
3,"F2",400,"Ledpal","Inflor","822",0.783,"Evergreen"
3,"F2",400,"Ledpal","BelowStem","825",21.189,"Evergreen"
3,"F2",400,"Vacvit","NewLeaves","828",1.434,"Evergreen"
3,"F2",400,"Vacvit","NewStems","831",0.47,"Evergreen"
3,"F2",400,"Vacvit","OldLeaves","834",2.917,"Evergreen"
3,"F2",400,"Vacvit","OldStems","837",1.802,"Evergreen"
3,"F2",400,"Vacvit","Inflor","1624",0.023,"Evergreen"
3,"F2",400,"Vacvit","BelowStem","844",3.876,"Evergreen"
3,"F2",400,"Castet","NewStems",NA,0,"Evergreen"
3,"F2",400,"Castet","OldStems",NA,0,"Evergreen"
3,"F2",400,"Castet","Inflor",NA,0,"Evergreen"
3,"F2",400,"Castet","BelowStem",NA,0,"Evergreen"
3,"F2",400,"OtherEvergreen","NewLeaves",NA,0,"Evergreen"
3,"F2",400,"OtherEvergreen","NewStems",NA,0,"Evergreen"
3,"F2",400,"OtherEvergreen","OldLeaves",NA,0,"Evergreen"
3,"F2",400,"OtherEvergreen","OldStems",NA,0,"Evergreen"
3,"F2",400,"OtherEvergreen","Inflor",NA,0,"Evergreen"
3,"F2",400,"OtherEvergreen","BelowStem",NA,0,"Evergreen"
3,"F2",400,"Rubcha","LeavesStems","841",0.465,"Forb"
3,"F2",400,"Rubcha","InflorStalks",NA,0,"Forb"
3,"F2",400,"Rubcha","BelowStem","847",5.858,"Forb"
3,"F2",400,"Petfri","LeavesStems",NA,0,"Forb"
3,"F2",400,"Petfri","InflorStalks",NA,0,"Forb"
3,"F2",400,"Petfri","BelowStem",NA,0,"Forb"
3,"F2",400,"OtherForb","LeavesStems","1349",0.026,"Forb"
3,"F2",400,"OtherForb","InflorStalks",NA,0,"Forb"
3,"F2",400,"OtherForb","BelowStem",NA,0,"Forb"
3,"F2",400,"Sphagnum","Green","859",0.016,"Moss"
3,"F2",400,"OtherMoss","Green","856",9.383,"Moss"
3,"F2",400,"Lichen","Live","853",7.386,"Lichen"
3,"F2",400,"Attached","Wood",NA,0,"Litter"
3,"F2",400,"Attached","Litter","862",0.467,"Litter"
3,"F5",400,"Erivag","BladeSheathInflCulm",NA,0.351,"Graminoid"
3,"F5",400,"Erivag","Rhizome","1156",0,"Graminoid"
3,"F5",400,"Carbig","BladeSheathInflCulm","1471",0.521,"Graminoid"
3,"F5",400,"Carbig","Rhizome",NA,0,"Graminoid"
3,"F5",400,"OtherGraminoid","BladeSheathInflCulm","1520",2.3,"Graminoid"
3,"F5",400,"OtherGraminoid","Rhizome","1521",5.822,"Graminoid"
3,"F5",400,"Betnan","NewLeaves","1506",6.061,"Deciduous"
3,"F5",400,"Betnan","NewStems","1507",1.05,"Deciduous"
3,"F5",400,"Betnan","OldStems","1509",25.555,"Deciduous"
3,"F5",400,"Betnan","Inflor","1508",0.082,"Deciduous"
3,"F5",400,"Betnan","BelowStem","1510",21.474,"Deciduous"
3,"F5",400,"Salpul","NewLeaves",NA,0,"Deciduous"
3,"F5",400,"Salpul","NewStems",NA,0,"Deciduous"
3,"F5",400,"Salpul","OldStems",NA,0,"Deciduous"
3,"F5",400,"Salpul","Inflor",NA,0,"Deciduous"
3,"F5",400,"Salpul","BelowStem",NA,0,"Deciduous"
3,"F5",400,"Vaculi","NewLeaves",NA,0,"Deciduous"
3,"F5",400,"Vaculi","NewStems",NA,0,"Deciduous"
3,"F5",400,"Vaculi","OldStems",NA,0,"Deciduous"
3,"F5",400,"Vaculi","Inflor",NA,0,"Deciduous"
3,"F5",400,"Vaculi","BelowStem",NA,0,"Deciduous"
3,"F5",400,"OtherDeciduous","NewLeaves",NA,0,"Deciduous"
3,"F5",400,"OtherDeciduous","NewStems",NA,0,"Deciduous"
3,"F5",400,"OtherDeciduous","OldStems",NA,0,"Deciduous"
3,"F5",400,"OtherDeciduous","Inflor",NA,0,"Deciduous"
3,"F5",400,"OtherDeciduous","BelowStem",NA,0,"Deciduous"
3,"F5",400,"Ledpal","NewLeaves","1511",2.598,"Evergreen"
3,"F5",400,"Ledpal","NewStems","1512",1.818,"Evergreen"
3,"F5",400,"Ledpal","OldLeaves","1513",4.642,"Evergreen"
3,"F5",400,"Ledpal","OldStems","1514",13.393,"Evergreen"
3,"F5",400,"Ledpal","Inflor","1515",0.735,"Evergreen"
3,"F5",400,"Ledpal","BelowStem","1566",9.552,"Evergreen"
3,"F5",400,"Vacvit","NewLeaves","1567",0.654,"Evergreen"
3,"F5",400,"Vacvit","NewStems","1568",0.21,"Evergreen"
3,"F5",400,"Vacvit","OldLeaves","1522",1.468,"Evergreen"
3,"F5",400,"Vacvit","OldStems","1523",0.978,"Evergreen"
3,"F5",400,"Vacvit","Inflor","1571",0.047,"Evergreen"
3,"F5",400,"Vacvit","BelowStem","1572",2.101,"Evergreen"
3,"F5",400,"Castet","NewStems","1519",0.051,"Evergreen"
3,"F5",400,"Castet","OldStems","1517",1.087,"Evergreen"
3,"F5",400,"Castet","Inflor","1475",0,"Evergreen"
3,"F5",400,"Castet","BelowStem","1518",1.147,"Evergreen"
3,"F5",400,"OtherEvergreen","NewLeaves",NA,0,"Evergreen"
3,"F5",400,"OtherEvergreen","NewStems",NA,0,"Evergreen"
3,"F5",400,"OtherEvergreen","OldLeaves",NA,0,"Evergreen"
3,"F5",400,"OtherEvergreen","OldStems",NA,0,"Evergreen"
3,"F5",400,"OtherEvergreen","Inflor",NA,0,"Evergreen"
3,"F5",400,"OtherEvergreen","BelowStem",NA,0,"Evergreen"
3,"F5",400,"Rubcha","LeavesStems",NA,0,"Forb"
3,"F5",400,"Rubcha","InflorStalks",NA,0,"Forb"
3,"F5",400,"Rubcha","BelowStem",NA,0,"Forb"
3,"F5",400,"Petfri","LeavesStems","1625",0.323,"Forb"
3,"F5",400,"Petfri","InflorStalks",NA,0,"Forb"
3,"F5",400,"Petfri","BelowStem","1626",0.575,"Forb"
3,"F5",400,"OtherForb","LeavesStems","1408",0.174,"Forb"
3,"F5",400,"OtherForb","InflorStalks","1409",0,"Forb"
3,"F5",400,"OtherForb","BelowStem","1410",0.56,"Forb"
3,"F5",400,"Sphagnum","Green",NA,0,"Moss"
3,"F5",400,"OtherMoss","Green","1619",0.083,"Moss"
3,"F5",400,"Lichen","Live","1489",0.11,"Lichen"
3,"F5",400,"Attached","Wood",NA,0,"Litter"
3,"F5",400,"Attached","Litter","1516",0.256,"Litter"
3,"F10",400,"Erivag","BladeSheathInflCulm","1588",0.15,"Graminoid"
3,"F10",400,"Erivag","Rhizome","1589",0.043,"Graminoid"
3,"F10",400,"Carbig","BladeSheathInflCulm",NA,0,"Graminoid"
3,"F10",400,"Carbig","Rhizome",NA,0,"Graminoid"
3,"F10",400,"OtherGraminoid","BladeSheathInflCulm","1399",0.613,"Graminoid"
3,"F10",400,"OtherGraminoid","Rhizome","1400",0.327,"Graminoid"
3,"F10",400,"Betnan","NewLeaves","1447",21.69,"Deciduous"
3,"F10",400,"Betnan","NewStems","1448",3.114,"Deciduous"
3,"F10",400,"Betnan","OldStems","1449",178.842,"Deciduous"
3,"F10",400,"Betnan","Inflor","1450",2.377,"Deciduous"
3,"F10",400,"Betnan","BelowStem","1392",88.61,"Deciduous"
3,"F10",400,"Salpul","NewLeaves","1452",0.506,"Deciduous"
3,"F10",400,"Salpul","NewStems","1453",0.156,"Deciduous"
3,"F10",400,"Salpul","OldStems","1454",0.277,"Deciduous"
3,"F10",400,"Salpul","Inflor",NA,0,"Deciduous"
3,"F10",400,"Salpul","BelowStem",NA,0,"Deciduous"
3,"F10",400,"Vaculi","NewLeaves","1296",0.293,"Deciduous"
3,"F10",400,"Vaculi","NewStems","1297",0.037,"Deciduous"
3,"F10",400,"Vaculi","OldStems","1298",0.252,"Deciduous"
3,"F10",400,"Vaculi","Inflor","1299",0.002,"Deciduous"
3,"F10",400,"Vaculi","BelowStem",NA,0,"Deciduous"
3,"F10",400,"OtherDeciduous","NewLeaves",NA,0,"Deciduous"
3,"F10",400,"OtherDeciduous","NewStems",NA,0,"Deciduous"
3,"F10",400,"OtherDeciduous","OldStems",NA,0,"Deciduous"
3,"F10",400,"OtherDeciduous","Inflor",NA,0,"Deciduous"
3,"F10",400,"OtherDeciduous","BelowStem",NA,0,"Deciduous"
3,"F10",400,"Ledpal","NewLeaves","1582",1.353,"Evergreen"
3,"F10",400,"Ledpal","NewStems","1583",0.511,"Evergreen"
3,"F10",400,"Ledpal","OldLeaves","1584",0.574,"Evergreen"
3,"F10",400,"Ledpal","OldStems","1585",4.106,"Evergreen"
3,"F10",400,"Ledpal","Inflor","1586",0.259,"Evergreen"
3,"F10",400,"Ledpal","BelowStem","1587",15.093,"Evergreen"
3,"F10",400,"Vacvit","NewLeaves",NA,0,"Evergreen"
3,"F10",400,"Vacvit","NewStems",NA,0,"Evergreen"
3,"F10",400,"Vacvit","OldLeaves",NA,0,"Evergreen"
3,"F10",400,"Vacvit","OldStems",NA,0,"Evergreen"
3,"F10",400,"Vacvit","Inflor",NA,0,"Evergreen"
3,"F10",400,"Vacvit","BelowStem",NA,0,"Evergreen"
3,"F10",400,"Castet","NewStems",NA,0,"Evergreen"
3,"F10",400,"Castet","OldStems",NA,0,"Evergreen"
3,"F10",400,"Castet","Inflor",NA,0,"Evergreen"
3,"F10",400,"Castet","BelowStem",NA,0,"Evergreen"
3,"F10",400,"OtherEvergreen","NewLeaves","1393",0.157,"Evergreen"
3,"F10",400,"OtherEvergreen","NewStems","1394",0.041,"Evergreen"
3,"F10",400,"OtherEvergreen","OldLeaves","1395",0.466,"Evergreen"
3,"F10",400,"OtherEvergreen","OldStems","1396",0.999,"Evergreen"
3,"F10",400,"OtherEvergreen","Inflor",NA,0,"Evergreen"
3,"F10",400,"OtherEvergreen","BelowStem","1446",1.699,"Evergreen"
3,"F10",400,"Rubcha","LeavesStems",NA,0,"Forb"
3,"F10",400,"Rubcha","InflorStalks",NA,0,"Forb"
3,"F10",400,"Rubcha","BelowStem",NA,0,"Forb"
3,"F10",400,"Petfri","LeavesStems",NA,0,"Forb"
3,"F10",400,"Petfri","InflorStalks",NA,0,"Forb"
3,"F10",400,"Petfri","BelowStem",NA,0,"Forb"
3,"F10",400,"OtherForb","LeavesStems",NA,0,"Forb"
3,"F10",400,"OtherForb","InflorStalks",NA,0,"Forb"
3,"F10",400,"OtherForb","BelowStem",NA,0,"Forb"
3,"F10",400,"Sphagnum","Green",NA,0,"Moss"
3,"F10",400,"OtherMoss","Green","1255",2.725,"Moss"
3,"F10",400,"Lichen","Live","1590",0.913,"Lichen"
3,"F10",400,"Attached","Wood","1668",0.995,"Litter"
3,"F10",400,"Attached","Litter","1403",0.028,"Litter"
